,Unnamed: 0,category_id,nation,views,category_name,publishing_day,publishing_hour,publishing_day_num
30029,30029,20,KR,112943,Gaming,Thu,12,3
30086,30086,20,KR,910123,Gaming,Thu,12,3
30129,30129,20,KR,112943,Gaming,Thu,12,3
16752,16752,20,KR,658219,Gaming,Thu,13,3
16921,16921,20,KR,877775,Gaming,Thu,13,3
17137,17137,20,KR,993418,Gaming,Thu,13,3
17351,17351,20,KR,1045027,Gaming,Thu,13,3
21307,21307,20,KR,584742,Gaming,Thu,13,3
21453,21453,20,KR,584742,Gaming,Thu,13,3
21555,21555,20,KR,968462,Gaming,Thu,13,3
21780,21780,20,KR,1039304,Gaming,Thu,13,3
23886,23886,20,KR,21140,Gaming,Thu,13,3
28437,28437,20,KR,6142430,Gaming,Thu,13,3
28612,28612,20,KR,9674889,Gaming,Thu,13,3
28789,28789,20,KR,11880523,Gaming,Thu,13,3
29183,29183,20,KR,13418844,Gaming,Thu,13,3
157,157,20,KR,224127,Gaming,Thu,14,3
11188,11188,20,KR,36292,Gaming,Thu,14,3
11384,11384,20,KR,56938,Gaming,Thu,14,3
11094,11094,20,KR,69230,Gaming,Thu,15,3
11304,11304,20,KR,80473,Gaming,Thu,15,3
11541,11541,20,KR,84322,Gaming,Thu,15,3
15665,15665,20,KR,11607,Gaming,Thu,15,3
15881,15881,20,KR,19018,Gaming,Thu,15,3
16083,16083,20,KR,22694,Gaming,Thu,15,3
5423,5423,20,KR,81230,Gaming,Thu,16,3
5662,5662,20,KR,88698,Gaming,Thu,16,3
10045,10045,20,KR,172532,Gaming,Thu,16,3
10231,10231,20,KR,243962,Gaming,Thu,16,3
26195,26195,20,KR,102574,Gaming,Thu,17,3
28498,28498,20,KR,116546,Gaming,Thu,17,3
28698,28698,20,KR,335391,Gaming,Thu,17,3
15658,15658,20,KR,4816,Gaming,Thu,19,3
15905,15905,20,KR,8163,Gaming,Thu,19,3
9757,9757,20,KR,135449,Gaming,Thu,20,3
9980,9980,20,KR,210837,Gaming,Thu,20,3
10198,10198,20,KR,231864,Gaming,Thu,20,3
23928,23928,20,KR,21145,Gaming,Thu,20,3
7956,7956,20,KR,21136,Gaming,Thu,23,3
8190,8190,20,KR,23145,Gaming,Thu,23,3
15635,15635,20,KR,141776,Gaming,Thu,23,3
15843,15843,20,KR,171406,Gaming,Thu,23,3
16040,16040,20,KR,180786,Gaming,Thu,23,3
8907,8907,20,KR,35104,Gaming,Fri,0,4
9102,9102,20,KR,53464,Gaming,Fri,0,4
9310,9310,20,KR,57371,Gaming,Fri,0,4
13219,13219,20,KR,141597,Gaming,Fri,0,4
13292,13292,20,KR,141597,Gaming,Fri,0,4
13413,13413,20,KR,175387,Gaming,Fri,0,4
20162,20162,20,KR,70654,Gaming,Fri,0,4
3262,3262,20,KR,13348,Gaming,Fri,2,4
15841,15841,20,KR,127703,Gaming,Fri,2,4
16036,16036,20,KR,170042,Gaming,Fri,2,4
18051,18051,20,KR,29058,Gaming,Fri,2,4
18236,18236,20,KR,36557,Gaming,Fri,2,4
18506,18506,20,KR,40294,Gaming,Fri,2,4
24135,24135,20,KR,16706,Gaming,Fri,2,4
123,123,20,KR,82438,Gaming,Fri,3,4
152,152,20,KR,81104,Gaming,Fri,3,4
3287,3287,20,KR,33684,Gaming,Fri,3,4
4496,4496,20,KR,610080,Gaming,Fri,3,4
26339,26339,20,KR,47117,Gaming,Fri,3,4
26529,26529,20,KR,92856,Gaming,Fri,3,4
14672,14672,20,KR,14663,Gaming,Fri,4,4
18131,18131,20,KR,12204,Gaming,Fri,4,4
28715,28715,20,KR,31313,Gaming,Fri,4,4
18027,18027,20,KR,36224,Gaming,Fri,5,4
18198,18198,20,KR,51933,Gaming,Fri,5,4
18342,18342,20,KR,51933,Gaming,Fri,5,4
18478,18478,20,KR,57898,Gaming,Fri,5,4
20272,20272,20,KR,98389,Gaming,Fri,5,4
20419,20419,20,KR,98389,Gaming,Fri,5,4
20523,20523,20,KR,119130,Gaming,Fri,5,4
20741,20741,20,KR,127156,Gaming,Fri,5,4
1002,1002,20,KR,118591,Gaming,Fri,6,4
1227,1227,20,KR,135987,Gaming,Fri,6,4
8471,8471,20,KR,139348,Gaming,Fri,6,4
8656,8656,20,KR,292487,Gaming,Fri,6,4
10020,10020,20,KR,22901,Gaming,Fri,6,4
25178,25178,20,KR,106999,Gaming,Fri,6,4
25192,25192,20,KR,72960,Gaming,Fri,6,4
25378,25378,20,KR,127248,Gaming,Fri,6,4
25417,25417,20,KR,90529,Gaming,Fri,6,4
25614,25614,20,KR,129742,Gaming,Fri,6,4
25640,25640,20,KR,92457,Gaming,Fri,6,4
27564,27564,20,KR,54202,Gaming,Fri,6,4
29890,29890,20,KR,36688,Gaming,Fri,6,4
30065,30065,20,KR,46511,Gaming,Fri,6,4
30165,30165,20,KR,46511,Gaming,Fri,6,4
4395,4395,20,KR,48301,Gaming,Fri,7,4
4573,4573,20,KR,62814,Gaming,Fri,7,4
4810,4810,20,KR,66163,Gaming,Fri,7,4
5811,5811,20,KR,84888,Gaming,Fri,7,4
6021,6021,20,KR,100662,Gaming,Fri,7,4
7966,7966,20,KR,42122,Gaming,Fri,7,4
7967,7967,20,KR,75646,Gaming,Fri,7,4
8171,8171,20,KR,47953,Gaming,Fri,7,4
8173,8173,20,KR,89335,Gaming,Fri,7,4
9050,9050,20,KR,48181,Gaming,Fri,7,4
10029,10029,20,KR,77652,Gaming,Fri,7,4
10208,10208,20,KR,98093,Gaming,Fri,7,4
11133,11133,20,KR,25987,Gaming,Fri,7,4
11151,11151,20,KR,56054,Gaming,Fri,7,4
11372,11372,20,KR,65053,Gaming,Fri,7,4
12300,12300,20,KR,220963,Gaming,Fri,7,4
12504,12504,20,KR,255261,Gaming,Fri,7,4
14693,14693,20,KR,38609,Gaming,Fri,7,4
21509,21509,20,KR,51870,Gaming,Fri,7,4
21710,21710,20,KR,64614,Gaming,Fri,7,4
21927,21927,20,KR,68312,Gaming,Fri,7,4
25198,25198,20,KR,47213,Gaming,Fri,7,4
25408,25408,20,KR,61450,Gaming,Fri,7,4
26385,26385,20,KR,93982,Gaming,Fri,7,4
26594,26594,20,KR,106467,Gaming,Fri,7,4
28613,28613,20,KR,269919,Gaming,Fri,7,4
28724,28724,20,KR,23614,Gaming,Fri,7,4
28790,28790,20,KR,351924,Gaming,Fri,7,4
31137,31137,20,KR,67864,Gaming,Fri,7,4
31280,31280,20,KR,67864,Gaming,Fri,7,4
31380,31380,20,KR,80048,Gaming,Fri,7,4
31586,31586,20,KR,87443,Gaming,Fri,7,4
32350,32350,20,KR,27463,Gaming,Fri,7,4
32363,32363,20,KR,83691,Gaming,Fri,7,4
7870,7870,20,KR,220009,Gaming,Fri,8,4
7887,7887,20,KR,457780,Gaming,Fri,8,4
7891,7891,20,KR,53899,Gaming,Fri,8,4
8060,8060,20,KR,317630,Gaming,Fri,8,4
8068,8068,20,KR,107384,Gaming,Fri,8,4
8263,8263,20,KR,144895,Gaming,Fri,8,4
8269,8269,20,KR,396946,Gaming,Fri,8,4
8484,8484,20,KR,172378,Gaming,Fri,8,4
8491,8491,20,KR,444371,Gaming,Fri,8,4
14631,14631,20,KR,52174,Gaming,Fri,8,4
25191,25191,20,KR,47940,Gaming,Fri,8,4
25430,25430,20,KR,55245,Gaming,Fri,8,4
33646,33646,20,KR,19984,Gaming,Fri,8,4
762,762,20,KR,38052,Gaming,Fri,9,4
962,962,20,KR,58259,Gaming,Fri,9,4
1205,1205,20,KR,64376,Gaming,Fri,9,4
4378,4378,20,KR,54018,Gaming,Fri,9,4
4389,4389,20,KR,147472,Gaming,Fri,9,4
4551,4551,20,KR,256318,Gaming,Fri,9,4
4557,4557,20,KR,77899,Gaming,Fri,9,4
4723,4723,20,KR,353649,Gaming,Fri,9,4
4770,4770,20,KR,89311,Gaming,Fri,9,4
4963,4963,20,KR,408312,Gaming,Fri,9,4
5012,5012,20,KR,104399,Gaming,Fri,9,4
5190,5190,20,KR,454365,Gaming,Fri,9,4
5678,5678,20,KR,94314,Gaming,Fri,9,4
5830,5830,20,KR,121887,Gaming,Fri,9,4
7907,7907,20,KR,31324,Gaming,Fri,9,4
8122,8122,20,KR,41141,Gaming,Fri,9,4
8343,8343,20,KR,46106,Gaming,Fri,9,4
9025,9025,20,KR,557214,Gaming,Fri,9,4
9062,9062,20,KR,32580,Gaming,Fri,9,4
9106,9106,20,KR,60358,Gaming,Fri,9,4
9285,9285,20,KR,79428,Gaming,Fri,9,4
9298,9298,20,KR,46809,Gaming,Fri,9,4
9996,9996,20,KR,148712,Gaming,Fri,9,4
10217,10217,20,KR,184399,Gaming,Fri,9,4
12246,12246,20,KR,83901,Gaming,Fri,9,4
12430,12430,20,KR,130275,Gaming,Fri,9,4
15810,15810,20,KR,10476,Gaming,Fri,9,4
15890,15890,20,KR,17586,Gaming,Fri,9,4
16004,16004,20,KR,17086,Gaming,Fri,9,4
16079,16079,20,KR,24610,Gaming,Fri,9,4
22653,22653,20,KR,112424,Gaming,Fri,9,4
22728,22728,20,KR,679526,Gaming,Fri,9,4
22799,22799,20,KR,112424,Gaming,Fri,9,4
22865,22865,20,KR,175486,Gaming,Fri,9,4
23102,23102,20,KR,194102,Gaming,Fri,9,4
23328,23328,20,KR,205467,Gaming,Fri,9,4
25683,25683,20,KR,17115,Gaming,Fri,9,4
29985,29985,20,KR,86416,Gaming,Fri,9,4
30085,30085,20,KR,86416,Gaming,Fri,9,4
30202,30202,20,KR,106961,Gaming,Fri,9,4
30322,30322,20,KR,106961,Gaming,Fri,9,4
30435,30435,20,KR,115681,Gaming,Fri,9,4
33608,33608,20,KR,237329,Gaming,Fri,9,4
33843,33843,20,KR,332388,Gaming,Fri,9,4
34067,34067,20,KR,343142,Gaming,Fri,9,4
5569,5569,20,KR,194401,Gaming,Fri,10,4
5815,5815,20,KR,251674,Gaming,Fri,10,4
6834,6834,20,KR,141873,Gaming,Fri,10,4
6970,6970,20,KR,175861,Gaming,Fri,10,4
7176,7176,20,KR,197992,Gaming,Fri,10,4
7919,7919,20,KR,12637,Gaming,Fri,10,4
8159,8159,20,KR,26675,Gaming,Fri,10,4
8344,8344,20,KR,47174,Gaming,Fri,10,4
9906,9906,20,KR,171519,Gaming,Fri,10,4
10067,10067,20,KR,315299,Gaming,Fri,10,4
10240,10240,20,KR,433747,Gaming,Fri,10,4
10418,10418,20,KR,482698,Gaming,Fri,10,4
11344,11344,20,KR,192730,Gaming,Fri,10,4
13376,13376,20,KR,662372,Gaming,Fri,10,4
13524,13524,20,KR,662372,Gaming,Fri,10,4
13654,13654,20,KR,775687,Gaming,Fri,10,4
20253,20253,20,KR,153724,Gaming,Fri,10,4
20400,20400,20,KR,153724,Gaming,Fri,10,4
23999,23999,20,KR,33115,Gaming,Fri,10,4
28909,28909,20,KR,21113,Gaming,Fri,10,4
12247,12247,20,KR,522303,Gaming,Fri,11,4
14618,14618,20,KR,36399,Gaming,Fri,11,4
17112,17112,20,KR,41982,Gaming,Fri,11,4
17300,17300,20,KR,59564,Gaming,Fri,11,4
18007,18007,20,KR,954389,Gaming,Fri,11,4
18173,18173,20,KR,1149033,Gaming,Fri,11,4
18317,18317,20,KR,1149033,Gaming,Fri,11,4
19171,19171,20,KR,1007402,Gaming,Fri,11,4
19355,19355,20,KR,1209780,Gaming,Fri,11,4
19563,19563,20,KR,1252761,Gaming,Fri,11,4
19780,19780,20,KR,1279826,Gaming,Fri,11,4
19951,19951,20,KR,1301411,Gaming,Fri,11,4
24006,24006,20,KR,959537,Gaming,Fri,11,4
24174,24174,20,KR,1128150,Gaming,Fri,11,4
31118,31118,20,KR,842233,Gaming,Fri,11,4
31261,31261,20,KR,842233,Gaming,Fri,11,4
31349,31349,20,KR,941309,Gaming,Fri,11,4
31559,31559,20,KR,963356,Gaming,Fri,11,4
33694,33694,20,KR,170127,Gaming,Fri,11,4
14598,14598,20,KR,839088,Gaming,Fri,12,4
14787,14787,20,KR,1078496,Gaming,Fri,12,4
15009,15009,20,KR,1240154,Gaming,Fri,12,4
15793,15793,20,KR,17086,Gaming,Fri,12,4
22994,22994,20,KR,51549,Gaming,Fri,12,4
6716,6716,20,KR,556589,Gaming,Fri,13,4
6867,6867,20,KR,816192,Gaming,Fri,13,4
20264,20264,20,KR,165965,Gaming,Fri,13,4
20411,20411,20,KR,165965,Gaming,Fri,13,4
20495,20495,20,KR,224272,Gaming,Fri,13,4
20721,20721,20,KR,238992,Gaming,Fri,13,4
963,963,20,KR,18876,Gaming,Fri,14,4
14580,14580,20,KR,299130,Gaming,Fri,14,4
2249,2249,20,KR,129343,Gaming,Fri,15,4
2465,2465,20,KR,191232,Gaming,Fri,15,4
7888,7888,20,KR,26164,Gaming,Fri,15,4
8065,8065,20,KR,66901,Gaming,Fri,15,4
8274,8274,20,KR,82803,Gaming,Fri,15,4
8509,8509,20,KR,89452,Gaming,Fri,15,4
13387,13387,20,KR,11952,Gaming,Fri,15,4
13535,13535,20,KR,11952,Gaming,Fri,15,4
13626,13626,20,KR,32092,Gaming,Fri,15,4
15967,15967,20,KR,34604,Gaming,Fri,15,4
16182,16182,20,KR,57685,Gaming,Fri,15,4
14810,14810,20,KR,41686,Gaming,Fri,16,4
16995,16995,20,KR,71690,Gaming,Fri,18,4
17191,17191,20,KR,112310,Gaming,Fri,18,4
19271,19271,20,KR,30826,Gaming,Fri,19,4
10166,10166,20,KR,62052,Gaming,Fri,20,4
10362,10362,20,KR,69556,Gaming,Fri,20,4
12273,12273,20,KR,164222,Gaming,Fri,20,4
12475,12475,20,KR,196913,Gaming,Fri,20,4
6703,6703,20,KR,64002,Gaming,Fri,22,4
6852,6852,20,KR,179062,Gaming,Fri,22,4
7030,7030,20,KR,260077,Gaming,Fri,22,4
7250,7250,20,KR,290702,Gaming,Fri,22,4
7486,7486,20,KR,299488,Gaming,Fri,22,4
7899,7899,20,KR,88395,Gaming,Fri,22,4
8088,8088,20,KR,128982,Gaming,Fri,22,4
8321,8321,20,KR,144071,Gaming,Fri,22,4
2223,2223,20,KR,15659,Gaming,Sat,0,6
2476,2476,20,KR,10284,Gaming,Sat,0,6
7905,7905,20,KR,130239,Gaming,Sat,0,6
8080,8080,20,KR,207862,Gaming,Sat,0,6
8304,8304,20,KR,225130,Gaming,Sat,0,6
8492,8492,20,KR,251843,Gaming,Sat,0,6
9021,9021,20,KR,167164,Gaming,Sat,0,6
9170,9170,20,KR,332622,Gaming,Sat,0,6
9336,9336,20,KR,412828,Gaming,Sat,0,6
9484,9484,20,KR,412828,Gaming,Sat,0,6
9575,9575,20,KR,452554,Gaming,Sat,0,6
11077,11077,20,KR,61140,Gaming,Sat,0,6
19153,19153,20,KR,69343,Gaming,Sat,0,6
21528,21528,20,KR,17357,Gaming,Sat,0,6
21676,21676,20,KR,43647,Gaming,Sat,0,6
21892,21892,20,KR,53346,Gaming,Sat,0,6
22084,22084,20,KR,64893,Gaming,Sat,0,6
26549,26549,20,KR,47127,Gaming,Sat,0,6
26552,26552,20,KR,57954,Gaming,Sat,0,6
11320,11320,20,KR,32994,Gaming,Sat,1,6
11543,11543,20,KR,39369,Gaming,Sat,1,6
31122,31122,20,KR,37732,Gaming,Sat,1,6
31265,31265,20,KR,37732,Gaming,Sat,1,6
31333,31333,20,KR,49218,Gaming,Sat,1,6
31555,31555,20,KR,51781,Gaming,Sat,1,6
145,145,20,KR,78598,Gaming,Sat,2,6
2242,2242,20,KR,7130,Gaming,Sat,2,6
3496,3496,20,KR,78555,Gaming,Sat,2,6
3630,3630,20,KR,89338,Gaming,Sat,2,6
3858,3858,20,KR,96046,Gaming,Sat,2,6
4569,4569,20,KR,127125,Gaming,Sat,2,6
4788,4788,20,KR,139059,Gaming,Sat,2,6
5032,5032,20,KR,144734,Gaming,Sat,2,6
11067,11067,20,KR,149003,Gaming,Sat,2,6
11099,11099,20,KR,26815,Gaming,Sat,2,6
13667,13667,20,KR,13042,Gaming,Sat,2,6
3508,3508,20,KR,66217,Gaming,Sat,3,6
3665,3665,20,KR,73135,Gaming,Sat,3,6
4605,4605,20,KR,26464,Gaming,Sat,3,6
4834,4834,20,KR,32216,Gaming,Sat,3,6
11148,11148,20,KR,16128,Gaming,Sat,3,6
11379,11379,20,KR,16152,Gaming,Sat,3,6
12454,12454,20,KR,74886,Gaming,Sat,3,6
12678,12678,20,KR,85451,Gaming,Sat,3,6
14880,14880,20,KR,9768,Gaming,Sat,3,6
18053,18053,20,KR,29025,Gaming,Sat,3,6
18207,18207,20,KR,63781,Gaming,Sat,3,6
18351,18351,20,KR,63781,Gaming,Sat,3,6
18492,18492,20,KR,76423,Gaming,Sat,3,6
19301,19301,20,KR,99504,Gaming,Sat,3,6
19441,19441,20,KR,16699,Gaming,Sat,3,6
5976,5976,20,KR,45424,Gaming,Sat,4,6
6172,6172,20,KR,78159,Gaming,Sat,4,6
927,927,20,KR,118560,Gaming,Sat,5,6
1127,1127,20,KR,135585,Gaming,Sat,5,6
1366,1366,20,KR,143187,Gaming,Sat,5,6
1570,1570,20,KR,146339,Gaming,Sat,5,6
2401,2401,20,KR,45839,Gaming,Sat,6,6
2637,2637,20,KR,56690,Gaming,Sat,6,6
19385,19385,20,KR,33326,Gaming,Sat,6,6
19576,19576,20,KR,40596,Gaming,Sat,6,6
23942,23942,20,KR,43712,Gaming,Sat,6,6
32475,32475,20,KR,74501,Gaming,Sat,6,6
32669,32669,20,KR,96185,Gaming,Sat,6,6
32940,32940,20,KR,102964,Gaming,Sat,6,6
2235,2235,20,KR,10591,Gaming,Sat,7,6
14834,14834,20,KR,73079,Gaming,Sat,7,6
15023,15023,20,KR,107222,Gaming,Sat,7,6
15197,15197,20,KR,129758,Gaming,Sat,7,6
15976,15976,20,KR,82029,Gaming,Sat,7,6
16205,16205,20,KR,94194,Gaming,Sat,7,6
32488,32488,20,KR,37620,Gaming,Sat,7,6
3380,3380,20,KR,191762,Gaming,Sat,8,6
3697,3697,20,KR,655507,Gaming,Sat,8,6
3897,3897,20,KR,885987,Gaming,Sat,8,6
4072,4072,20,KR,1151550,Gaming,Sat,8,6
4338,4338,20,KR,1261426,Gaming,Sat,8,6
5754,5754,20,KR,76162,Gaming,Sat,8,6
5953,5953,20,KR,91905,Gaming,Sat,8,6
6169,6169,20,KR,100057,Gaming,Sat,8,6
10092,10092,20,KR,322547,Gaming,Sat,8,6
10247,10247,20,KR,551411,Gaming,Sat,8,6
10428,10428,20,KR,660305,Gaming,Sat,8,6
10650,10650,20,KR,780893,Gaming,Sat,8,6
10866,10866,20,KR,882912,Gaming,Sat,8,6
30266,30266,20,KR,26519,Gaming,Sat,8,6
33840,33840,20,KR,111292,Gaming,Sat,9,6
34065,34065,20,KR,114455,Gaming,Sat,9,6
2199,2199,20,KR,27466,Gaming,Sat,10,6
2443,2443,20,KR,34644,Gaming,Sat,10,6
9242,9242,20,KR,10159,Gaming,Sat,10,6
12418,12418,20,KR,162013,Gaming,Sat,10,6
12614,12614,20,KR,315434,Gaming,Sat,10,6
12860,12860,20,KR,370804,Gaming,Sat,10,6
20441,20441,20,KR,245479,Gaming,Sat,10,6
20603,20603,20,KR,378844,Gaming,Sat,10,6
20798,20798,20,KR,460661,Gaming,Sat,10,6
21038,21038,20,KR,509613,Gaming,Sat,10,6
22986,22986,20,KR,27493,Gaming,Sat,10,6
26655,26655,20,KR,158741,Gaming,Sat,10,6
26871,26871,20,KR,166246,Gaming,Sat,10,6
28819,28819,20,KR,38579,Gaming,Sat,10,6
32664,32664,20,KR,42308,Gaming,Sat,10,6
32927,32927,20,KR,48246,Gaming,Sat,10,6
4827,4827,20,KR,37459,Gaming,Sat,11,6
12388,12388,20,KR,766990,Gaming,Sat,11,6
12396,12396,20,KR,10278,Gaming,Sat,11,6
22853,22853,20,KR,694857,Gaming,Sat,11,6
23042,23042,20,KR,911232,Gaming,Sat,11,6
23135,23135,20,KR,59356,Gaming,Sat,11,6
23271,23271,20,KR,993838,Gaming,Sat,11,6
23501,23501,20,KR,1045748,Gaming,Sat,11,6
3531,3531,20,KR,459495,Gaming,Sat,12,6
8053,8053,20,KR,688984,Gaming,Sat,12,6
9166,9166,20,KR,65514,Gaming,Sat,12,6
9175,9175,20,KR,704269,Gaming,Sat,12,6
9182,9182,20,KR,60852,Gaming,Sat,12,6
9321,9321,20,KR,379841,Gaming,Sat,12,6
9335,9335,20,KR,1013670,Gaming,Sat,12,6
9377,9377,20,KR,93963,Gaming,Sat,12,6
9469,9469,20,KR,379841,Gaming,Sat,12,6
9483,9483,20,KR,1013670,Gaming,Sat,12,6
9519,9519,20,KR,662511,Gaming,Sat,12,6
9573,9573,20,KR,1112734,Gaming,Sat,12,6
9656,9656,20,KR,662511,Gaming,Sat,12,6
9810,9810,20,KR,1063072,Gaming,Sat,12,6
11253,11253,20,KR,726341,Gaming,Sat,12,6
11435,11435,20,KR,956823,Gaming,Sat,12,6
11670,11670,20,KR,1104634,Gaming,Sat,12,6
10083,10083,20,KR,773020,Gaming,Sat,13,6
10265,10265,20,KR,1090916,Gaming,Sat,13,6
16156,16156,20,KR,1151704,Gaming,Sat,13,6
16372,16372,20,KR,1342417,Gaming,Sat,13,6
24362,24362,20,KR,824103,Gaming,Sat,13,6
24586,24586,20,KR,895354,Gaming,Sat,13,6
24828,24828,20,KR,914189,Gaming,Sat,13,6
110,110,20,KR,64837,Gaming,Sat,15,6
14877,14877,20,KR,159576,Gaming,Sat,15,6
24465,24465,20,KR,28875,Gaming,Sat,15,6
26470,26470,20,KR,298767,Gaming,Sat,16,6
26634,26634,20,KR,630219,Gaming,Sat,16,6
26840,26840,20,KR,711297,Gaming,Sat,16,6
27071,27071,20,KR,763070,Gaming,Sat,16,6
4589,4589,20,KR,235235,Gaming,Sat,17,6
4779,4779,20,KR,265129,Gaming,Sat,17,6
5006,5006,20,KR,288066,Gaming,Sat,17,6
10269,10269,20,KR,30095,Gaming,Sat,17,6
10484,10484,20,KR,34661,Gaming,Sat,17,6
10712,10712,20,KR,36429,Gaming,Sat,17,6
11317,11317,20,KR,93296,Gaming,Sat,17,6
11546,11546,20,KR,105875,Gaming,Sat,17,6
5743,5743,20,KR,133116,Gaming,Sat,18,6
5943,5943,20,KR,158752,Gaming,Sat,18,6
6167,6167,20,KR,167227,Gaming,Sat,18,6
25336,25336,20,KR,129668,Gaming,Sat,18,6
25507,25507,20,KR,173879,Gaming,Sat,18,6
25711,25711,20,KR,187001,Gaming,Sat,18,6
25938,25938,20,KR,193939,Gaming,Sat,18,6
33740,33740,20,KR,191201,Gaming,Sat,18,6
33890,33890,20,KR,191201,Gaming,Sat,18,6
33952,33952,20,KR,198363,Gaming,Sat,18,6
34169,34169,20,KR,214164,Gaming,Sat,18,6
4773,4773,20,KR,20387,Gaming,Sat,19,6
17124,17124,20,KR,120199,Gaming,Sat,19,6
17309,17309,20,KR,136998,Gaming,Sat,19,6
11625,11625,20,KR,17826,Gaming,Sat,20,6
19327,19327,20,KR,129554,Gaming,Sat,20,6
13838,13838,20,KR,24196,Gaming,Sat,22,6
2373,2373,20,KR,76609,Gaming,Sat,23,6
4582,4582,20,KR,12432,Gaming,Sat,23,6
4751,4751,20,KR,24560,Gaming,Sat,23,6
4991,4991,20,KR,28929,Gaming,Sat,23,6
5941,5941,20,KR,129553,Gaming,Sun,0,7
6166,6166,20,KR,142851,Gaming,Sun,0,7
8287,8287,20,KR,24865,Gaming,Sun,0,7
8501,8501,20,KR,29021,Gaming,Sun,0,7
14783,14783,20,KR,36454,Gaming,Sun,0,7
14961,14961,20,KR,64296,Gaming,Sun,0,7
15017,15017,20,KR,53046,Gaming,Sun,0,7
15151,15151,20,KR,70487,Gaming,Sun,0,7
15203,15203,20,KR,59993,Gaming,Sun,0,7
19310,19310,20,KR,41975,Gaming,Sun,0,7
19314,19314,20,KR,32102,Gaming,Sun,0,7
19353,19353,20,KR,14600,Gaming,Sun,0,7
19518,19518,20,KR,24049,Gaming,Sun,0,7
109,109,20,KR,90386,Gaming,Sun,1,7
345,345,20,KR,107091,Gaming,Sun,1,7
11227,11227,20,KR,94444,Gaming,Sun,1,7
14837,14837,20,KR,74370,Gaming,Sun,1,7
15005,15005,20,KR,188890,Gaming,Sun,1,7
15190,15190,20,KR,215594,Gaming,Sun,1,7
18359,18359,20,KR,126798,Gaming,Sun,1,7
18534,18534,20,KR,145637,Gaming,Sun,1,7
18782,18782,20,KR,155750,Gaming,Sun,1,7
19357,19357,20,KR,76531,Gaming,Sun,1,7
19568,19568,20,KR,78042,Gaming,Sun,1,7
25608,25608,20,KR,51540,Gaming,Sun,1,7
2420,2420,20,KR,7137,Gaming,Sun,2,7
5955,5955,20,KR,128869,Gaming,Sun,2,7
11225,11225,20,KR,123746,Gaming,Sun,2,7
13569,13569,20,KR,170112,Gaming,Sun,2,7
13743,13743,20,KR,199868,Gaming,Sun,2,7
13936,13936,20,KR,213700,Gaming,Sun,2,7
14173,14173,20,KR,220981,Gaming,Sun,2,7
16239,16239,20,KR,5157,Gaming,Sun,2,7
18379,18379,20,KR,53093,Gaming,Sun,2,7
18572,18572,20,KR,61963,Gaming,Sun,2,7
19297,19297,20,KR,120831,Gaming,Sun,2,7
4769,4769,20,KR,211180,Gaming,Sun,3,7
4811,4811,20,KR,7012,Gaming,Sun,3,7
4987,4987,20,KR,398183,Gaming,Sun,3,7
5138,5138,20,KR,634070,Gaming,Sun,3,7
7093,7093,20,KR,46797,Gaming,Sun,3,7
8248,8248,20,KR,69521,Gaming,Sun,3,7
8529,8529,20,KR,78456,Gaming,Sun,3,7
10180,10180,20,KR,11901,Gaming,Sun,3,7
13870,13870,20,KR,30908,Gaming,Sun,3,7
19542,19542,20,KR,76339,Gaming,Sun,3,7
19758,19758,20,KR,81375,Gaming,Sun,3,7
19930,19930,20,KR,87683,Gaming,Sun,3,7
33720,33720,20,KR,258990,Gaming,Sun,3,7
33870,33870,20,KR,258990,Gaming,Sun,3,7
33920,33920,20,KR,307660,Gaming,Sun,3,7
34087,34087,20,KR,439967,Gaming,Sun,3,7
3560,3560,20,KR,131792,Gaming,Sun,4,7
3712,3712,20,KR,183955,Gaming,Sun,4,7
3954,3954,20,KR,213321,Gaming,Sun,4,7
4118,4118,20,KR,231762,Gaming,Sun,4,7
4749,4749,20,KR,92155,Gaming,Sun,4,7
10299,10299,20,KR,39548,Gaming,Sun,4,7
10486,10486,20,KR,56333,Gaming,Sun,4,7
10689,10689,20,KR,70489,Gaming,Sun,4,7
11468,11468,20,KR,144476,Gaming,Sun,4,7
11674,11674,20,KR,171180,Gaming,Sun,4,7
12629,12629,20,KR,28332,Gaming,Sun,4,7
12850,12850,20,KR,35103,Gaming,Sun,4,7
8198,8198,20,KR,155445,Gaming,Sun,5,7
8393,8393,20,KR,188757,Gaming,Sun,5,7
8635,8635,20,KR,199813,Gaming,Sun,5,7
8850,8850,20,KR,212133,Gaming,Sun,5,7
33780,33780,20,KR,81701,Gaming,Sun,5,7
33985,33985,20,KR,97529,Gaming,Sun,5,7
33989,33989,20,KR,137537,Gaming,Sun,5,7
34162,34162,20,KR,264648,Gaming,Sun,5,7
34178,34178,20,KR,125984,Gaming,Sun,5,7
34363,34363,20,KR,422295,Gaming,Sun,5,7
1168,1168,20,KR,26186,Gaming,Sun,6,7
1409,1409,20,KR,33365,Gaming,Sun,6,7
1567,1567,20,KR,39708,Gaming,Sun,6,7
1138,1138,20,KR,96889,Gaming,Sun,7,7
1341,1341,20,KR,116901,Gaming,Sun,7,7
1510,1510,20,KR,129698,Gaming,Sun,7,7
1781,1781,20,KR,139168,Gaming,Sun,7,7
8209,8209,20,KR,93722,Gaming,Sun,7,7
8368,8368,20,KR,139087,Gaming,Sun,7,7
8643,8643,20,KR,160120,Gaming,Sun,7,7
