,Unnamed: 0,category_id,nation,views,category_name,publishing_day,publishing_hour,publishing_day_num
13941,13941,23,KR,317555,Comedy,Mon,0,0
14149,14149,23,KR,355567,Comedy,Mon,0,0
341,341,23,KR,14490,Comedy,Mon,2,0
8430,8430,23,KR,509970,Comedy,Mon,2,0
8641,8641,23,KR,616146,Comedy,Mon,2,0
8839,8839,23,KR,661345,Comedy,Mon,2,0
15115,15115,23,KR,33524,Comedy,Mon,2,0
15316,15316,23,KR,47146,Comedy,Mon,2,0
16332,16332,23,KR,35603,Comedy,Mon,2,0
29097,29097,23,KR,624355,Comedy,Mon,2,0
29266,29266,23,KR,815563,Comedy,Mon,2,0
29395,29395,23,KR,815563,Comedy,Mon,2,0
29476,29476,23,KR,890472,Comedy,Mon,2,0
29723,29723,23,KR,921825,Comedy,Mon,2,0
7284,7284,23,KR,79756,Comedy,Mon,3,0
7458,7458,23,KR,104605,Comedy,Mon,3,0
7677,7677,23,KR,116467,Comedy,Mon,3,0
9629,9629,23,KR,2594599,Comedy,Mon,3,0
12709,12709,23,KR,606995,Comedy,Mon,3,0
12883,12883,23,KR,748775,Comedy,Mon,3,0
13018,13018,23,KR,748775,Comedy,Mon,3,0
13071,13071,23,KR,843698,Comedy,Mon,3,0
13169,13169,23,KR,843698,Comedy,Mon,3,0
13270,13270,23,KR,919028,Comedy,Mon,3,0
13343,13343,23,KR,919028,Comedy,Mon,3,0
8394,8394,23,KR,319523,Comedy,Mon,5,0
8627,8627,23,KR,348546,Comedy,Mon,5,0
8840,8840,23,KR,368234,Comedy,Mon,5,0
27947,27947,23,KR,608369,Comedy,Mon,5,0
8377,8377,23,KR,273007,Comedy,Mon,6,0
8577,8577,23,KR,364683,Comedy,Mon,6,0
10635,10635,23,KR,102433,Comedy,Mon,6,0
12763,12763,23,KR,9702,Comedy,Mon,6,0
12936,12936,23,KR,16168,Comedy,Mon,6,0
13888,13888,23,KR,1004160,Comedy,Mon,6,0
14049,14049,23,KR,1401019,Comedy,Mon,6,0
14182,14182,23,KR,1401019,Comedy,Mon,6,0
8363,8363,23,KR,180788,Comedy,Mon,7,0
8547,8547,23,KR,278877,Comedy,Mon,7,0
8638,8638,23,KR,365727,Comedy,Mon,7,0
8760,8760,23,KR,312785,Comedy,Mon,7,0
8827,8827,23,KR,434875,Comedy,Mon,7,0
8994,8994,23,KR,317123,Comedy,Mon,7,0
13900,13900,23,KR,249868,Comedy,Mon,7,0
14094,14094,23,KR,311293,Comedy,Mon,7,0
14358,14358,23,KR,334755,Comedy,Mon,7,0
18523,18523,23,KR,195417,Comedy,Mon,7,0
18702,18702,23,KR,370649,Comedy,Mon,7,0
18934,18934,23,KR,454976,Comedy,Mon,7,0
19126,19126,23,KR,527823,Comedy,Mon,7,0
25662,25662,23,KR,584801,Comedy,Mon,7,0
25844,25844,23,KR,713313,Comedy,Mon,7,0
26075,26075,23,KR,747223,Comedy,Mon,7,0
26829,26829,23,KR,486504,Comedy,Mon,7,0
27039,27039,23,KR,581124,Comedy,Mon,7,0
27246,27246,23,KR,606907,Comedy,Mon,7,0
29250,29250,23,KR,660635,Comedy,Mon,7,0
29379,29379,23,KR,660635,Comedy,Mon,7,0
29438,29438,23,KR,749164,Comedy,Mon,7,0
29577,29577,23,KR,749164,Comedy,Mon,7,0
29686,29686,23,KR,789045,Comedy,Mon,7,0
29898,29898,23,KR,829251,Comedy,Mon,7,0
30359,30359,23,KR,204379,Comedy,Mon,7,0
30493,30493,23,KR,204379,Comedy,Mon,7,0
30582,30582,23,KR,314357,Comedy,Mon,7,0
31657,31657,23,KR,67487,Comedy,Mon,7,0
31884,31884,23,KR,81148,Comedy,Mon,7,0
34154,34154,23,KR,50122,Comedy,Mon,7,0
84,84,23,KR,66283,Comedy,Mon,8,0
300,300,23,KR,97712,Comedy,Mon,8,0
528,528,23,KR,111681,Comedy,Mon,8,0
2535,2535,23,KR,213094,Comedy,Mon,8,0
2695,2695,23,KR,259942,Comedy,Mon,8,0
2842,2842,23,KR,259942,Comedy,Mon,8,0
2933,2933,23,KR,288605,Comedy,Mon,8,0
3163,3163,23,KR,299847,Comedy,Mon,8,0
3785,3785,23,KR,165135,Comedy,Mon,8,0
4039,4039,23,KR,188149,Comedy,Mon,8,0
6030,6030,23,KR,240191,Comedy,Mon,8,0
6207,6207,23,KR,485351,Comedy,Mon,8,0
6394,6394,23,KR,560713,Comedy,Mon,8,0
6600,6600,23,KR,584137,Comedy,Mon,8,0
6836,6836,23,KR,609419,Comedy,Mon,8,0
9537,9537,23,KR,234815,Comedy,Mon,8,0
9674,9674,23,KR,234815,Comedy,Mon,8,0
16338,16338,23,KR,217264,Comedy,Mon,8,0
17390,17390,23,KR,221374,Comedy,Mon,8,0
17586,17586,23,KR,261824,Comedy,Mon,8,0
19638,19638,23,KR,321869,Comedy,Mon,8,0
19641,19641,23,KR,325571,Comedy,Mon,8,0
19688,19688,23,KR,368614,Comedy,Mon,8,0
19810,19810,23,KR,473845,Comedy,Mon,8,0
19813,19813,23,KR,490210,Comedy,Mon,8,0
19860,19860,23,KR,481769,Comedy,Mon,8,0
19963,19963,23,KR,538106,Comedy,Mon,8,0
19995,19995,23,KR,513330,Comedy,Mon,8,0
20014,20014,23,KR,538106,Comedy,Mon,8,0
20046,20046,23,KR,513330,Comedy,Mon,8,0
20184,20184,23,KR,568311,Comedy,Mon,8,0
20780,20780,23,KR,305624,Comedy,Mon,8,0
20793,20793,23,KR,670273,Comedy,Mon,8,0
21010,21010,23,KR,804216,Comedy,Mon,8,0
21951,21951,23,KR,443359,Comedy,Mon,8,0
22098,22098,23,KR,443359,Comedy,Mon,8,0
22161,22161,23,KR,657816,Comedy,Mon,8,0
22264,22264,23,KR,657816,Comedy,Mon,8,0
3822,3822,23,KR,40155,Comedy,Mon,9,0
8611,8611,23,KR,90780,Comedy,Mon,9,0
16462,16462,23,KR,110948,Comedy,Mon,9,0
16637,16637,23,KR,201032,Comedy,Mon,9,0
16875,16875,23,KR,270537,Comedy,Mon,9,0
24572,24572,23,KR,23648,Comedy,Mon,9,0
24799,24799,23,KR,33203,Comedy,Mon,9,0
34349,34349,23,KR,82804,Comedy,Mon,9,0
34364,34364,23,KR,28834,Comedy,Mon,9,0
10658,10658,23,KR,68278,Comedy,Mon,10,0
10869,10869,23,KR,73066,Comedy,Mon,10,0
12747,12747,23,KR,274516,Comedy,Mon,10,0
12935,12935,23,KR,320278,Comedy,Mon,10,0
13125,13125,23,KR,335463,Comedy,Mon,10,0
23219,23219,23,KR,227347,Comedy,Mon,10,0
23422,23422,23,KR,302560,Comedy,Mon,10,0
24592,24592,23,KR,149894,Comedy,Mon,10,0
24787,24787,23,KR,216450,Comedy,Mon,10,0
24962,24962,23,KR,283207,Comedy,Mon,10,0
28190,28190,23,KR,216281,Comedy,Mon,10,0
281,281,23,KR,48538,Comedy,Mon,11,0
499,499,23,KR,52156,Comedy,Mon,11,0
1364,1364,23,KR,176474,Comedy,Mon,11,0
1507,1507,23,KR,217422,Comedy,Mon,11,0
1784,1784,23,KR,230216,Comedy,Mon,11,0
4927,4927,23,KR,174431,Comedy,Mon,11,0
4947,4947,23,KR,39138,Comedy,Mon,11,0
5068,5068,23,KR,81400,Comedy,Mon,11,0
5132,5132,23,KR,220049,Comedy,Mon,11,0
5244,5244,23,KR,131006,Comedy,Mon,11,0
5462,5462,23,KR,159941,Comedy,Mon,11,0
5712,5712,23,KR,162901,Comedy,Mon,11,0
7236,7236,23,KR,162943,Comedy,Mon,11,0
7497,7497,23,KR,205428,Comedy,Mon,11,0
8364,8364,23,KR,221563,Comedy,Mon,11,0
8548,8548,23,KR,287462,Comedy,Mon,11,0
10436,10436,23,KR,120418,Comedy,Mon,11,0
10451,10451,23,KR,212293,Comedy,Mon,11,0
10675,10675,23,KR,256436,Comedy,Mon,11,0
15245,15245,23,KR,415201,Comedy,Mon,11,0
15385,15385,23,KR,415201,Comedy,Mon,11,0
21980,21980,23,KR,175614,Comedy,Mon,11,0
22127,22127,23,KR,175614,Comedy,Mon,11,0
22202,22202,23,KR,240614,Comedy,Mon,11,0
22433,22433,23,KR,256036,Comedy,Mon,11,0
25684,25684,23,KR,189657,Comedy,Mon,11,0
26100,26100,23,KR,276615,Comedy,Mon,11,0
27944,27944,23,KR,223090,Comedy,Mon,11,0
28107,28107,23,KR,321181,Comedy,Mon,11,0
28300,28300,23,KR,361144,Comedy,Mon,11,0
28531,28531,23,KR,377611,Comedy,Mon,11,0
31649,31649,23,KR,157113,Comedy,Mon,11,0
32844,32844,23,KR,133654,Comedy,Mon,11,0
33062,33062,23,KR,201882,Comedy,Mon,11,0
33293,33293,23,KR,205427,Comedy,Mon,11,0
34090,34090,23,KR,174005,Comedy,Mon,11,0
34263,34263,23,KR,259395,Comedy,Mon,11,0
34405,34405,23,KR,259395,Comedy,Mon,11,0
34510,34510,23,KR,292804,Comedy,Mon,11,0
2520,2520,23,KR,36064,Comedy,Mon,12,0
2536,2536,23,KR,208272,Comedy,Mon,12,0
2573,2573,23,KR,108888,Comedy,Mon,12,0
2693,2693,23,KR,67431,Comedy,Mon,12,0
2750,2750,23,KR,268486,Comedy,Mon,12,0
2840,2840,23,KR,67431,Comedy,Mon,12,0
2922,2922,23,KR,79031,Comedy,Mon,12,0
3168,3168,23,KR,82761,Comedy,Mon,12,0
11637,11637,23,KR,330601,Comedy,Mon,12,0
17353,17353,23,KR,601468,Comedy,Mon,12,0
17512,17512,23,KR,845582,Comedy,Mon,12,0
17683,17683,23,KR,986842,Comedy,Mon,12,0
17871,17871,23,KR,1044539,Comedy,Mon,12,0
18159,18159,23,KR,1082726,Comedy,Mon,12,0
29273,29273,23,KR,204155,Comedy,Mon,12,0
29402,29402,23,KR,204155,Comedy,Mon,12,0
29493,29493,23,KR,223519,Comedy,Mon,12,0
29743,29743,23,KR,234023,Comedy,Mon,12,0
20,20,23,KR,104070,Comedy,Mon,13,0
191,191,23,KR,379463,Comedy,Mon,13,0
394,394,23,KR,507614,Comedy,Mon,13,0
618,618,23,KR,557707,Comedy,Mon,13,0
2742,2742,23,KR,121931,Comedy,Mon,13,0
2926,2926,23,KR,204697,Comedy,Mon,13,0
25693,25693,23,KR,218025,Comedy,Mon,13,0
25934,25934,23,KR,272538,Comedy,Mon,13,0
28016,28016,23,KR,19594,Comedy,Mon,13,0
28203,28203,23,KR,35188,Comedy,Mon,13,0
28429,28429,23,KR,43287,Comedy,Mon,13,0
31650,31650,23,KR,101198,Comedy,Mon,13,0
31820,31820,23,KR,294705,Comedy,Mon,13,0
34119,34119,23,KR,64578,Comedy,Mon,13,0
34275,34275,23,KR,177800,Comedy,Mon,13,0
34525,34525,23,KR,220977,Comedy,Mon,13,0
17385,17385,23,KR,307280,Comedy,Mon,14,0
21012,21012,23,KR,50026,Comedy,Mon,14,0
21196,21196,23,KR,61236,Comedy,Mon,14,0
30339,30339,23,KR,212487,Comedy,Mon,14,0
30473,30473,23,KR,212487,Comedy,Mon,14,0
30527,30527,23,KR,412562,Comedy,Mon,14,0
30590,30590,23,KR,162230,Comedy,Mon,14,0
30661,30661,23,KR,412562,Comedy,Mon,14,0
30817,30817,23,KR,205256,Comedy,Mon,14,0
32816,32816,23,KR,251878,Comedy,Mon,15,0
12736,12736,23,KR,239082,Comedy,Mon,16,0
12897,12897,23,KR,390319,Comedy,Mon,16,0
13032,13032,23,KR,390319,Comedy,Mon,16,0
13088,13088,23,KR,425863,Comedy,Mon,16,0
13186,13186,23,KR,425863,Comedy,Mon,16,0
20764,20764,23,KR,141453,Comedy,Mon,18,0
28829,28829,23,KR,14449,Comedy,Mon,22,0
29240,29240,23,KR,24424,Comedy,Mon,22,0
307,307,23,KR,42552,Comedy,Tue,0,1
7211,7211,23,KR,62400,Comedy,Tue,0,1
7369,7369,23,KR,276699,Comedy,Tue,0,1
7546,7546,23,KR,358415,Comedy,Tue,0,1
7738,7738,23,KR,408623,Comedy,Tue,0,1
20978,20978,23,KR,43887,Comedy,Tue,0,1
21170,21170,23,KR,54386,Comedy,Tue,0,1
19278,19278,23,KR,21598,Comedy,Tue,1,1
19439,19439,23,KR,47524,Comedy,Tue,1,1
30564,30564,23,KR,50212,Comedy,Tue,1,1
30698,30698,23,KR,50212,Comedy,Tue,1,1
30794,30794,23,KR,70371,Comedy,Tue,1,1
31042,31042,23,KR,77660,Comedy,Tue,1,1
16511,16511,23,KR,45566,Comedy,Tue,2,1
16711,16711,23,KR,50949,Comedy,Tue,2,1
8384,8384,23,KR,139933,Comedy,Tue,3,1
8545,8545,23,KR,339585,Comedy,Tue,3,1
8742,8742,23,KR,398064,Comedy,Tue,3,1
9818,9818,23,KR,454047,Comedy,Tue,3,1
10581,10581,23,KR,284618,Comedy,Tue,3,1
10801,10801,23,KR,302796,Comedy,Tue,3,1
11008,11008,23,KR,312373,Comedy,Tue,3,1
11624,11624,23,KR,92700,Comedy,Tue,3,1
11817,11817,23,KR,173170,Comedy,Tue,3,1
12037,12037,23,KR,183316,Comedy,Tue,3,1
12780,12780,23,KR,49810,Comedy,Tue,3,1
12905,12905,23,KR,170975,Comedy,Tue,3,1
13040,13040,23,KR,170975,Comedy,Tue,3,1
13093,13093,23,KR,212939,Comedy,Tue,3,1
13191,13191,23,KR,212939,Comedy,Tue,3,1
14102,14102,23,KR,69128,Comedy,Tue,3,1
15273,15273,23,KR,469487,Comedy,Tue,3,1
15505,15505,23,KR,717039,Comedy,Tue,3,1
16522,16522,23,KR,67059,Comedy,Tue,3,1
16713,16713,23,KR,84059,Comedy,Tue,3,1
18776,18776,23,KR,181061,Comedy,Tue,3,1
24729,24729,23,KR,69888,Comedy,Tue,3,1
24949,24949,23,KR,74648,Comedy,Tue,3,1
26976,26976,23,KR,90157,Comedy,Tue,3,1
27049,27049,23,KR,5221478,Comedy,Tue,3,1
27172,27172,23,KR,114943,Comedy,Tue,3,1
27385,27385,23,KR,124075,Comedy,Tue,3,1
28202,28202,23,KR,36826,Comedy,Tue,3,1
28217,28217,23,KR,105853,Comedy,Tue,3,1
28405,28405,23,KR,43927,Comedy,Tue,3,1
28434,28434,23,KR,133050,Comedy,Tue,3,1
30550,30550,23,KR,64955,Comedy,Tue,3,1
30684,30684,23,KR,64955,Comedy,Tue,3,1
30780,30780,23,KR,77546,Comedy,Tue,3,1
31023,31023,23,KR,85743,Comedy,Tue,3,1
8590,8590,23,KR,102207,Comedy,Tue,5,1
8793,8793,23,KR,121051,Comedy,Tue,5,1
16514,16514,23,KR,482522,Comedy,Tue,5,1
16715,16715,23,KR,577114,Comedy,Tue,5,1
20945,20945,23,KR,179946,Comedy,Tue,5,1
21110,21110,23,KR,290184,Comedy,Tue,5,1
21257,21257,23,KR,290184,Comedy,Tue,5,1
21359,21359,23,KR,340521,Comedy,Tue,5,1
242,242,23,KR,278228,Comedy,Tue,6,1
483,483,23,KR,307071,Comedy,Tue,6,1
716,716,23,KR,314712,Comedy,Tue,6,1
1660,1660,23,KR,332619,Comedy,Tue,6,1
1869,1869,23,KR,344071,Comedy,Tue,6,1
2121,2121,23,KR,359910,Comedy,Tue,6,1
2697,2697,23,KR,227106,Comedy,Tue,6,1
2844,2844,23,KR,227106,Comedy,Tue,6,1
2888,2888,23,KR,258176,Comedy,Tue,6,1
2966,2966,23,KR,28845,Comedy,Tue,6,1
3124,3124,23,KR,275112,Comedy,Tue,6,1
3895,3895,23,KR,310033,Comedy,Tue,6,1
4069,4069,23,KR,369835,Comedy,Tue,6,1
4297,4297,23,KR,389238,Comedy,Tue,6,1
5062,5062,23,KR,285938,Comedy,Tue,6,1
5270,5270,23,KR,337616,Comedy,Tue,6,1
5505,5505,23,KR,349519,Comedy,Tue,6,1
6301,6301,23,KR,171051,Comedy,Tue,6,1
7399,7399,23,KR,236191,Comedy,Tue,6,1
7619,7619,23,KR,257522,Comedy,Tue,6,1
7845,7845,23,KR,265476,Comedy,Tue,6,1
14077,14077,23,KR,171768,Comedy,Tue,6,1
14210,14210,23,KR,171768,Comedy,Tue,6,1
14297,14297,23,KR,278222,Comedy,Tue,6,1
14322,14322,23,KR,187678,Comedy,Tue,6,1
14561,14561,23,KR,288905,Comedy,Tue,6,1
14566,14566,23,KR,192206,Comedy,Tue,6,1
16481,16481,23,KR,245585,Comedy,Tue,6,1
16679,16679,23,KR,267001,Comedy,Tue,6,1
17558,17558,23,KR,97886,Comedy,Tue,6,1
17794,17794,23,KR,103076,Comedy,Tue,6,1
20171,20171,23,KR,256476,Comedy,Tue,6,1
20954,20954,23,KR,167665,Comedy,Tue,6,1
21135,21135,23,KR,189993,Comedy,Tue,6,1
21403,21403,23,KR,194699,Comedy,Tue,6,1
22153,22153,23,KR,139637,Comedy,Tue,6,1
22256,22256,23,KR,139637,Comedy,Tue,6,1
22357,22357,23,KR,160389,Comedy,Tue,6,1
22633,22633,23,KR,165029,Comedy,Tue,6,1
23372,23372,23,KR,151538,Comedy,Tue,6,1
23591,23591,23,KR,180100,Comedy,Tue,6,1
23827,23827,23,KR,187394,Comedy,Tue,6,1
24724,24724,23,KR,174261,Comedy,Tue,6,1
24953,24953,23,KR,187991,Comedy,Tue,6,1
25826,25826,23,KR,191885,Comedy,Tue,6,1
26043,26043,23,KR,219222,Comedy,Tue,6,1
26267,26267,23,KR,233559,Comedy,Tue,6,1
26958,26958,23,KR,227520,Comedy,Tue,6,1
27160,27160,23,KR,259578,Comedy,Tue,6,1
27382,27382,23,KR,279631,Comedy,Tue,6,1
28136,28136,23,KR,213836,Comedy,Tue,6,1
28189,28189,23,KR,249333,Comedy,Tue,6,1
28368,28368,23,KR,239478,Comedy,Tue,6,1
28600,28600,23,KR,251634,Comedy,Tue,6,1
29258,29258,23,KR,226892,Comedy,Tue,6,1
29387,29387,23,KR,226892,Comedy,Tue,6,1
29461,29461,23,KR,261327,Comedy,Tue,6,1
29600,29600,23,KR,261327,Comedy,Tue,6,1
29711,29711,23,KR,280578,Comedy,Tue,6,1
29917,29917,23,KR,306019,Comedy,Tue,6,1
30537,30537,23,KR,208376,Comedy,Tue,6,1
30671,30671,23,KR,208376,Comedy,Tue,6,1
30747,30747,23,KR,241126,Comedy,Tue,6,1
30886,30886,23,KR,241126,Comedy,Tue,6,1
30999,30999,23,KR,256223,Comedy,Tue,6,1
31790,31790,23,KR,220430,Comedy,Tue,6,1
32050,32050,23,KR,265808,Comedy,Tue,6,1
32224,32224,23,KR,268202,Comedy,Tue,6,1
32997,32997,23,KR,229720,Comedy,Tue,6,1
33144,33144,23,KR,229720,Comedy,Tue,6,1
33223,33223,23,KR,234639,Comedy,Tue,6,1
33479,33479,23,KR,238962,Comedy,Tue,6,1
34243,34243,23,KR,215788,Comedy,Tue,6,1
34385,34385,23,KR,215788,Comedy,Tue,6,1
34471,34471,23,KR,235125,Comedy,Tue,6,1
1703,1703,23,KR,57229,Comedy,Tue,7,1
1928,1928,23,KR,65228,Comedy,Tue,7,1
2134,2134,23,KR,82081,Comedy,Tue,7,1
2735,2735,23,KR,20495,Comedy,Tue,7,1
2992,2992,23,KR,27469,Comedy,Tue,7,1
11784,11784,23,KR,77718,Comedy,Tue,7,1
11993,11993,23,KR,103466,Comedy,Tue,7,1
12204,12204,23,KR,117589,Comedy,Tue,7,1
17520,17520,23,KR,348217,Comedy,Tue,7,1
17725,17725,23,KR,424122,Comedy,Tue,7,1
17931,17931,23,KR,436503,Comedy,Tue,7,1
20950,20950,23,KR,297838,Comedy,Tue,7,1
21120,21120,23,KR,369908,Comedy,Tue,7,1
21267,21267,23,KR,369908,Comedy,Tue,7,1
21389,21389,23,KR,388344,Comedy,Tue,7,1
22150,22150,23,KR,484308,Comedy,Tue,7,1
22253,22253,23,KR,484308,Comedy,Tue,7,1
25814,25814,23,KR,606942,Comedy,Tue,7,1
25984,25984,23,KR,772724,Comedy,Tue,7,1
26189,26189,23,KR,833608,Comedy,Tue,7,1
28184,28184,23,KR,244527,Comedy,Tue,7,1
28408,28408,23,KR,285406,Comedy,Tue,7,1
30577,30577,23,KR,256555,Comedy,Tue,7,1
30725,30725,23,KR,964328,Comedy,Tue,7,1
30864,30864,23,KR,964328,Comedy,Tue,7,1
30944,30944,23,KR,1590738,Comedy,Tue,7,1
31092,31092,23,KR,1590738,Comedy,Tue,7,1
31228,31228,23,KR,1831416,Comedy,Tue,7,1
33107,33107,23,KR,27848,Comedy,Tue,7,1
34237,34237,23,KR,439568,Comedy,Tue,7,1
34331,34331,23,KR,31433,Comedy,Tue,7,1
34379,34379,23,KR,439568,Comedy,Tue,7,1
34449,34449,23,KR,570018,Comedy,Tue,7,1
1778,1778,23,KR,74177,Comedy,Tue,8,1
2736,2736,23,KR,127596,Comedy,Tue,8,1
2907,2907,23,KR,167515,Comedy,Tue,8,1
3109,3109,23,KR,184671,Comedy,Tue,8,1
3912,3912,23,KR,146290,Comedy,Tue,8,1
4098,4098,23,KR,177371,Comedy,Tue,8,1
4327,4327,23,KR,193299,Comedy,Tue,8,1
5115,5115,23,KR,281293,Comedy,Tue,8,1
5331,5331,23,KR,338382,Comedy,Tue,8,1
6268,6268,23,KR,131380,Comedy,Tue,8,1
6447,6447,23,KR,150291,Comedy,Tue,8,1
6672,6672,23,KR,155229,Comedy,Tue,8,1
10657,10657,23,KR,196623,Comedy,Tue,8,1
10850,10850,23,KR,240665,Comedy,Tue,8,1
11740,11740,23,KR,297845,Comedy,Tue,8,1
16513,16513,23,KR,221173,Comedy,Tue,8,1
16709,16709,23,KR,263221,Comedy,Tue,8,1
17594,17594,23,KR,146192,Comedy,Tue,8,1
17804,17804,23,KR,185755,Comedy,Tue,8,1
18769,18769,23,KR,116095,Comedy,Tue,8,1
18975,18975,23,KR,135733,Comedy,Tue,8,1
19964,19964,23,KR,171707,Comedy,Tue,8,1
20015,20015,23,KR,171707,Comedy,Tue,8,1
20180,20180,23,KR,195559,Comedy,Tue,8,1
20964,20964,23,KR,313551,Comedy,Tue,8,1
21142,21142,23,KR,442363,Comedy,Tue,8,1
21223,21223,23,KR,54401,Comedy,Tue,8,1
23350,23350,23,KR,278538,Comedy,Tue,8,1
23526,23526,23,KR,441174,Comedy,Tue,8,1
23715,23715,23,KR,497634,Comedy,Tue,8,1
23937,23937,23,KR,527571,Comedy,Tue,8,1
25817,25817,23,KR,162303,Comedy,Tue,8,1
25987,25987,23,KR,229071,Comedy,Tue,8,1
26197,26197,23,KR,263379,Comedy,Tue,8,1
26429,26429,23,KR,301375,Comedy,Tue,8,1
26953,26953,23,KR,658077,Comedy,Tue,8,1
27138,27138,23,KR,862219,Comedy,Tue,8,1
27360,27360,23,KR,905725,Comedy,Tue,8,1
30546,30546,23,KR,267428,Comedy,Tue,8,1
30680,30680,23,KR,267428,Comedy,Tue,8,1
31845,31845,23,KR,78805,Comedy,Tue,8,1
31862,31862,23,KR,139955,Comedy,Tue,8,1
32088,32088,23,KR,193671,Comedy,Tue,8,1
33015,33015,23,KR,208797,Comedy,Tue,8,1
33162,33162,23,KR,208797,Comedy,Tue,8,1
33239,33239,23,KR,241585,Comedy,Tue,8,1
33492,33492,23,KR,259330,Comedy,Tue,8,1
5104,5104,23,KR,389822,Comedy,Tue,9,1
5186,5186,23,KR,21446,Comedy,Tue,9,1
5294,5294,23,KR,550320,Comedy,Tue,9,1
5364,5364,23,KR,65732,Comedy,Tue,9,1
5484,5484,23,KR,612841,Comedy,Tue,9,1
5540,5540,23,KR,104475,Comedy,Tue,9,1
9831,9831,23,KR,479378,Comedy,Tue,9,1
10637,10637,23,KR,53914,Comedy,Tue,9,1
11775,11775,23,KR,245790,Comedy,Tue,9,1
12004,12004,23,KR,284849,Comedy,Tue,9,1
12230,12230,23,KR,295779,Comedy,Tue,9,1
16499,16499,23,KR,355235,Comedy,Tue,9,1
16723,16723,23,KR,424302,Comedy,Tue,9,1
18698,18698,23,KR,178282,Comedy,Tue,9,1
18808,18808,23,KR,135476,Comedy,Tue,9,1
18876,18876,23,KR,276954,Comedy,Tue,9,1
19085,19085,23,KR,304228,Comedy,Tue,9,1
22182,22182,23,KR,143089,Comedy,Tue,9,1
22285,22285,23,KR,143089,Comedy,Tue,9,1
22364,22364,23,KR,477377,Comedy,Tue,9,1
22368,22368,23,KR,222779,Comedy,Tue,9,1
22640,22640,23,KR,486153,Comedy,Tue,9,1
22641,22641,23,KR,236659,Comedy,Tue,9,1
26996,26996,23,KR,248445,Comedy,Tue,9,1
27179,27179,23,KR,367332,Comedy,Tue,9,1
28161,28161,23,KR,185363,Comedy,Tue,9,1
28425,28425,23,KR,239042,Comedy,Tue,9,1
29313,29313,23,KR,74912,Comedy,Tue,9,1
29534,29534,23,KR,95012,Comedy,Tue,9,1
30767,30767,23,KR,698002,Comedy,Tue,9,1
31006,31006,23,KR,837330,Comedy,Tue,9,1
31868,31868,23,KR,116484,Comedy,Tue,9,1
34315,34315,23,KR,96402,Comedy,Tue,9,1
34541,34541,23,KR,114203,Comedy,Tue,9,1
247,247,23,KR,257932,Comedy,Tue,10,1
477,477,23,KR,357699,Comedy,Tue,10,1
696,696,23,KR,389823,Comedy,Tue,10,1
7401,7401,23,KR,67942,Comedy,Tue,10,1
9803,9803,23,KR,176212,Comedy,Tue,10,1
11736,11736,23,KR,322042,Comedy,Tue,10,1
11917,11917,23,KR,571119,Comedy,Tue,10,1
12074,12074,23,KR,722143,Comedy,Tue,10,1
12282,12282,23,KR,891953,Comedy,Tue,10,1
12499,12499,23,KR,994505,Comedy,Tue,10,1
15282,15282,23,KR,196758,Comedy,Tue,10,1
15528,15528,23,KR,241672,Comedy,Tue,10,1
24713,24713,23,KR,234956,Comedy,Tue,10,1
24763,24763,23,KR,119100,Comedy,Tue,10,1
24914,24914,23,KR,308852,Comedy,Tue,10,1
24966,24966,23,KR,218774,Comedy,Tue,10,1
25143,25143,23,KR,325360,Comedy,Tue,10,1
29314,29314,23,KR,36273,Comedy,Tue,10,1
29500,29500,23,KR,84174,Comedy,Tue,10,1
29749,29749,23,KR,106162,Comedy,Tue,10,1
30595,30595,23,KR,199970,Comedy,Tue,10,1
33037,33037,23,KR,122688,Comedy,Tue,10,1
33274,33274,23,KR,127500,Comedy,Tue,10,1
206,206,23,KR,260714,Comedy,Tue,11,1
244,244,23,KR,40825,Comedy,Tue,11,1
431,431,23,KR,328532,Comedy,Tue,11,1
471,471,23,KR,57067,Comedy,Tue,11,1
686,686,23,KR,65316,Comedy,Tue,11,1
6250,6250,23,KR,180319,Comedy,Tue,11,1
6272,6272,23,KR,23271,Comedy,Tue,11,1
6449,6449,23,KR,90879,Comedy,Tue,11,1
6482,6482,23,KR,219834,Comedy,Tue,11,1
6653,6653,23,KR,114648,Comedy,Tue,11,1
6695,6695,23,KR,228832,Comedy,Tue,11,1
9849,9849,23,KR,226699,Comedy,Tue,11,1
11875,11875,23,KR,321262,Comedy,Tue,11,1
17513,17513,23,KR,685944,Comedy,Tue,11,1
17674,17674,23,KR,1063430,Comedy,Tue,11,1
22341,22341,23,KR,661538,Comedy,Tue,11,1
22486,22486,23,KR,661538,Comedy,Tue,11,1
22608,22608,23,KR,793139,Comedy,Tue,11,1
25848,25848,23,KR,171303,Comedy,Tue,11,1
25849,25849,23,KR,221961,Comedy,Tue,11,1
26060,26060,23,KR,281512,Comedy,Tue,11,1
27007,27007,23,KR,232717,Comedy,Tue,11,1
27254,27254,23,KR,285080,Comedy,Tue,11,1
29249,29249,23,KR,794490,Comedy,Tue,11,1
29256,29256,23,KR,172264,Comedy,Tue,11,1
29331,29331,23,KR,111620,Comedy,Tue,11,1
29378,29378,23,KR,794490,Comedy,Tue,11,1
29385,29385,23,KR,172264,Comedy,Tue,11,1
29424,29424,23,KR,1357970,Comedy,Tue,11,1
29446,29446,23,KR,245494,Comedy,Tue,11,1
29526,29526,23,KR,234085,Comedy,Tue,11,1
